Relatorio de Producao x Defeitos
09/2021 ;Producao:;;
Data;Estab;Grupo Maquina;Centro Trabalho;Desc. Centro Trabalho;Defeito;Item;Un;Fornec;Nome Forn.;Qtde.;PPM;R$ Defeito;Refer.;Narrativa
21/09/2021;18   ;Vitrum   ;201             ;Aplica‡Æo de Pel¡cula                   ;301;18702116005     ;UN;       0;PEF.        ;      1,0000;              0,00000;     32,40;        ;Riscos                                  
21/09/2021;18   ;Vitrum   ;201             ;Aplica‡Æo de Pel¡cula                   ;301;18702238005     ;UN;       0;PEF.        ;      1,0000;              0,00000;     39,43;        ;Riscos                                  
21/09/2021;18   ;Vitrum   ;201             ;Aplica‡Æo de Pel¡cula                   ;301;18702306005     ;UN;       0;PEF.        ;      1,0000;              0,00000;     99,53;        ;Riscos                                  
21/09/2021;18   ;Vitrum   ;201             ;Aplica‡Æo de Pel¡cula                   ;301;18702331005     ;UN;       0;PEF.        ;      1,0000;              0,00000;    175,48;        ;Riscos                                  
21/09/2021;18   ;Vitrum   ;201             ;Aplica‡Æo de Pel¡cula                   ;301;18901226205     ;UN;       0;PEF.        ;      1,0000;              0,00000;     38,82;        ;Riscos                                  
21/09/2021;18   ;Vitrum   ;201             ;Aplica‡Æo de Pel¡cula                   ;301;18901284105     ;UN;       0;PEF.        ;      2,0000;              0,00000;    191,45;        ;Riscos                                  
22/09/2021;18   ;Vitrum   ;201             ;Aplica‡Æo de Pel¡cula                   ;301;18102004005     ;UN;       0;PEF.        ;      1,0000;              0,00000;     40,05;        ;Riscos                                  
22/09/2021;18   ;Vitrum   ;201             ;Aplica‡Æo de Pel¡cula                   ;312;18102004005     ;UN;       0;PEF.        ;      1,0000;              0,00000;     40,05;        ;Lascados                                
22/09/2021;18   ;Vitrum   ;201             ;Aplica‡Æo de Pel¡cula                   ;302;18102404305     ;UN;       0;PEF.        ;      1,0000;              0,00000;     48,29;        ;Quebrado                                
22/09/2021;18   ;Vitrum   ;201             ;Aplica‡Æo de Pel¡cula                   ;301;18702235005     ;UN;       0;PEF.        ;      1,0000;              0,00000;     36,15;        ;Riscos                                  
22/09/2021;18   ;Vitrum   ;201             ;Aplica‡Æo de Pel¡cula                   ;301;18702317005     ;UN;       0;PEF.        ;      1,0000;              0,00000;    147,19;        ;Riscos                                  
23/09/2021;18   ;Vitrum   ;201             ;Aplica‡Æo de Pel¡cula                   ;308;18102004905     ;UN;       0;PEF.        ;      1,0000;              0,00000;     64,53;        ;Lapidação Ruim                          
23/09/2021;18   ;Vitrum   ;201             ;Aplica‡Æo de Pel¡cula                   ;308;18702240005     ;UN;       0;PEF.        ;      1,0000;              0,00000;     45,95;        ;Lapidação Ruim                          
23/09/2021;18   ;Vitrum   ;201             ;Aplica‡Æo de Pel¡cula                   ;301;18901232205     ;UN;       0;PEF.        ;      1,0000;              0,00000;     37,30;        ;Riscos                                  
24/09/2021;18   ;Vitrum   ;201             ;Aplica‡Æo de Pel¡cula                   ;312;18102002427     ;UN;       0;PEF.        ;      1,0000;              0,00000;    110,91;        ;Lascados                                
24/09/2021;18   ;Vitrum   ;201             ;Aplica‡Æo de Pel¡cula                   ;301;18102003305     ;UN;       0;PEF.        ;      1,0000;              0,00000;     45,21;        ;Riscos                                  
24/09/2021;18   ;Vitrum   ;201             ;Aplica‡Æo de Pel¡cula                   ;301;18102004305     ;UN;       0;PEF.        ;      2,0000;              0,00000;    104,60;        ;Riscos                                  
24/09/2021;18   ;Vitrum   ;201             ;Aplica‡Æo de Pel¡cula                   ;301;18102004905     ;UN;       0;PEF.        ;      2,0000;              0,00000;    129,06;        ;Riscos                                  
24/09/2021;18   ;Vitrum   ;201             ;Aplica‡Æo de Pel¡cula                   ;301;18102115827     ;UN;       0;PEF.        ;      1,0000;              0,00000;    577,92;        ;Riscos                                  
24/09/2021;18   ;Vitrum   ;201             ;Aplica‡Æo de Pel¡cula                   ;301;18102172127     ;UN;       0;PEF.        ;      1,0000;              0,00000;    604,33;        ;Riscos                                  
24/09/2021;18   ;Vitrum   ;201             ;Aplica‡Æo de Pel¡cula                   ;301;18901231705     ;UN;       0;PEF.        ;      1,0000;              0,00000;     34,34;        ;Riscos                                  
27/09/2021;18   ;Vitrum   ;201             ;Aplica‡Æo de Pel¡cula                   ;301;18101246905     ;UN;       0;PEF.        ;      1,0000;              0,00000;     50,02;        ;Riscos                                  
27/09/2021;18   ;Vitrum   ;201             ;Aplica‡Æo de Pel¡cula                   ;301;18102000426     ;UN;       0;PEF.        ;      1,0000;              0,00000;     72,10;        ;Riscos                                  
27/09/2021;18   ;Vitrum   ;201             ;Aplica‡Æo de Pel¡cula                   ;301;18102003327     ;UN;       0;PEF.        ;      1,0000;              0,00000;     97,82;        ;Riscos                                  
27/09/2021;18   ;Vitrum   ;201             ;Aplica‡Æo de Pel¡cula                   ;302;18102003905     ;UN;       0;PEF.        ;      2,0000;              0,00000;    112,77;        ;Quebrado                                
27/09/2021;18   ;Vitrum   ;201             ;Aplica‡Æo de Pel¡cula                   ;301;18102004905     ;UN;       0;PEF.        ;      1,0000;              0,00000;     64,53;        ;Riscos                                  
27/09/2021;18   ;Vitrum   ;201             ;Aplica‡Æo de Pel¡cula                   ;301;18102407983     ;UN;       0;PEF.        ;      1,0000;              0,00000;    110,72;        ;Riscos                                  
27/09/2021;18   ;Vitrum   ;201             ;Aplica‡Æo de Pel¡cula                   ;301;18702226005     ;UN;       0;PEF.        ;      1,0000;              0,00000;     33,27;        ;Riscos                                  
27/09/2021;18   ;Vitrum   ;201             ;Aplica‡Æo de Pel¡cula                   ;302;18702235005     ;UN;       0;PEF.        ;      2,0000;              0,00000;     72,30;        ;Quebrado                                
27/09/2021;18   ;Vitrum   ;201             ;Aplica‡Æo de Pel¡cula                   ;314;18901285205     ;UN;       0;PEF.        ;      1,0000;              0,00000;    183,52;        ;Dimensional                             
28/09/2021;18   ;Vitrum   ;201             ;Aplica‡Æo de Pel¡cula                   ;301;18102003005     ;UN;       0;PEF.        ;      1,0000;              0,00000;     35,96;        ;Riscos                                  
28/09/2021;18   ;Vitrum   ;201             ;Aplica‡Æo de Pel¡cula                   ;301;18102100227     ;UN;       0;PEF.        ;      1,0000;              0,00000;     79,37;        ;Riscos                                  
28/09/2021;18   ;Vitrum   ;201             ;Aplica‡Æo de Pel¡cula                   ;302;18102110405     ;UN;       0;PEF.        ;      1,0000;              0,00000;     92,92;        ;Quebrado                                
28/09/2021;18   ;Vitrum   ;201             ;Aplica‡Æo de Pel¡cula                   ;301;18102171505     ;UN;       0;PEF.        ;      1,0000;              0,00000;    152,46;        ;Riscos                                  
29/09/2021;18   ;Vitrum   ;201             ;Aplica‡Æo de Pel¡cula                   ;301;18102003805     ;UN;       0;PEF.        ;      1,0000;              0,00000;     53,83;        ;Riscos                                  
29/09/2021;18   ;Vitrum   ;201             ;Aplica‡Æo de Pel¡cula                   ;301;18102005926     ;UN;       0;PEF.        ;      1,0000;              0,00000;     36,71;        ;Riscos                                  
29/09/2021;18   ;Vitrum   ;201             ;Aplica‡Æo de Pel¡cula                   ;301;18102102905     ;UN;       0;PEF.        ;      1,0000;              0,00000;     34,59;        ;Riscos                                  
29/09/2021;18   ;Vitrum   ;201             ;Aplica‡Æo de Pel¡cula                   ;301;18901228127     ;UN;       0;PEF.        ;      1,0000;              0,00000;    120,66;        ;Riscos                                  
30/09/2021;18   ;Vitrum   ;201             ;Aplica‡Æo de Pel¡cula                   ;301;18702206005     ;UN;       0;PEF.        ;      1,0000;              0,00000;     33,21;        ;Riscos                                  
30/09/2021;18   ;Vitrum   ;201             ;Aplica‡Æo de Pel¡cula                   ;301;18702235005     ;UN;       0;PEF.        ;      1,0000;              0,00000;     36,15;        ;Riscos                                  
30/09/2021;18   ;Vitrum   ;201             ;Aplica‡Æo de Pel¡cula                   ;301;18702238005     ;UN;       0;PEF.        ;      1,0000;              0,00000;     39,43;        ;Riscos                                  
30/09/2021;18   ;Vitrum   ;201             ;Aplica‡Æo de Pel¡cula                   ;301;18702292005     ;UN;       0;PEF.        ;      1,0000;              0,00000;     84,76;        ;Riscos                                  
30/09/2021;18   ;Vitrum   ;201             ;Aplica‡Æo de Pel¡cula                   ;301;18702294005     ;UN;       0;PEF.        ;      1,0000;              0,00000;     93,09;        ;Riscos                                  
30/09/2021;18   ;Vitrum   ;201             ;Aplica‡Æo de Pel¡cula                   ;302;18702298005     ;UN;       0;PEF.        ;      1,0000;              0,00000;    101,42;        ;Quebrado                                
30/09/2021;18   ;Vitrum   ;201             ;Aplica‡Æo de Pel¡cula                   ;302;18901284105     ;UN;       0;PEF.        ;      1,0000;              0,00000;     95,72;        ;Quebrado                                
10/09/2021;18   ;Vitrum   ;202             ;Retil¡nea                               ;302;18901223527     ;UN;       0;PEF.        ;      1,0000;              0,00000;     75,35;        ;Quebrado                                
16/09/2021;18   ;Vitrum   ;202             ;Retil¡nea                               ;301;18101020606     ;UN;       0;PEF.        ;      2,0000;              0,00000;     25,21;        ;Riscos                                  
16/09/2021;18   ;Vitrum   ;202             ;Retil¡nea                               ;301;18101020609     ;UN;       0;PEF.        ;      4,0000;              0,00000;     50,42;        ;Riscos                                  
16/09/2021;18   ;Vitrum   ;202             ;Retil¡nea                               ;301;18101020621     ;UN;       0;PEF.        ;      1,0000;              0,00000;     12,60;        ;Riscos                                  
